Id,Name,Description,Longitude,Latitude,Address,Phone,Email,District,StandbyTimesUrl,ShareStandbyTimes,HasCTH,HasSIGLIC,HasEmergency,InstitutionURL
206,"Hospital de Curry Cabral (Centro Hospitalar Lisboa Central, EPE)","Centro Hospitalar de Lisboa Central, EPE",-9.153856,38.739834,"Rua da Beneficência, 8 1069-166 Lisboa",217924200,cadm@hccabral.min-saude.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=206,False,True,True,False,http://www.chlc.min-saude.pt/
180,"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE) ","Centro Hospitalar de Leiria, EPE",-8.79425,39.743472,Rua das Olhalvas. Pousos 2410-197 L Leiria,244817000,secca@chleiria.min-saude.pt,Leiria,http://api.pds.min-saude.pt/api/Tems/standbytime?id=180,True,True,True,True,http://www.chleiria.pt
150,"Hospital Santa Maria Maior, EPE - Barcelos",,-8.616605,41.53261,Campo da República 4754-909 Barcelos,253809200,secadm@hbarcelos.min-saude.pt,Braga,http://api.pds.min-saude.pt/api/Tems/standbytime?id=150,True,True,True,True,http://www.hbarcelos.min-saude.pt/
587,"Centro de Saúde de Loulé (SUB - Centro Hospitalar do Algarve, EPE)","Centro Hospitalar do Algarve, EPE",-8.0136811,37.1453962,Av. Engenheiro Laginha Serafim 8100-740 Loulé,289401000,administracao@chalgarve.min-saude.pt,Faro,http://api.pds.min-saude.pt/api/Tems/standbytime?id=587,True,False,False,True,http://www.chalgarve.min-saude.pt
218,"Hospital Santa Maria (Centro Hospitalar de Lisboa Norte, EPE)","Centro Hospitalar de Lisboa Norte, EPE",-9.160559177,38.7482765,Av. Professor Egas Moniz 1649-035 Lisboa,217805000,administracao@chln.min-saude.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=218,True,True,True,True,http://www.chln.min-saude.pt
65413,Hospital de Cascais Dr. José de Almeida,,-9.418576956,38.73094322,Av. Brigadeiro Victor Novais Gonçalves 2755-009 Alcabideche,214653000,geral@hospitaldecascais.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=65413,True,True,True,True,http://www.hospitaldecascais.pt
184,"Hospital São Miguel - Oliveira de Azeméis (Centro Hospitalar Entre o Douro e Vouga, EPE)","Centro Hospitalar de Entre Douro e Vouga, EPE",-8.472025394,40.84175234,Largo Rizzo Terra 3720-275 Oliveira de Azeméis,256600800,hsm@chedv.min-saude.pt,Aveiro,http://api.pds.min-saude.pt/api/Tems/standbytime?id=184,True,True,True,True,http://www.chedv.min-saude.pt
229,"Maternidade Dr. Alfredo da Costa (Centro Hospitalar Lisboa Central, EPE)","Centro Hospitalar de Lisboa Central, EPE",-9.147695303,38.73099561,Rua Viriato 1069-089  Lisboa,213184000,dirclinica@chlc.min-saude.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=229,False,True,True,True,http://www.chlc.min-saude.pt/
553,Centro de Saúde de Estremoz,,-7.583389,38.845309,Av. 9 de Abril 7100-500 Estremoz,268337700,csestremoz@alentejocentral.min-saude.pt,Évora,http://api.pds.min-saude.pt/api/Tems/standbytime?id=553,False,False,False,True,
546,Centro de Saúde de Odemira,,-8.616067,37.621206,Vale Pêgas de Baixo 7630-236 Odemira,283320130,csodemira@ulsla.min-saude.pt,Beja,http://api.pds.min-saude.pt/api/Tems/standbytime?id=546,False,False,False,True,
174,"Hospital Bernardino Lopes de Oliveira - Alcobaça (Centro Hospitalar de Leiria, EPE) ","Centro Hospitalar de Leiria, EPE",-8.9725,39.550917,Rua do Hospital - Apartado 70 2460-051 Alcobaça,262590400,secca@chleiria.min-saude.pt,Leiria,http://api.pds.min-saude.pt/api/Tems/standbytime?id=174,True,True,True,True,http://www.chleiria.pt
2563,"Hospital Geral - Covões (Centro Hospitalar e Universitário de Coimbra, EPE)","Centro Hospitalar e Universitário de Coimbra, EPE",-8.458752,40.195288,Quinta dos Vales  3046-853 Coimbra,239800100,casec@huc.min-saude.pt,Coimbra,http://api.pds.min-saude.pt/api/Tems/standbytime?id=2563,True,True,True,True,http://www.chuc.min-saude.pt
221,"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE) ","Unidade Local de Saúde do Litoral Alentejano, EPE",-8.79207,38.041781,Monte do Gilbardinho - Estrada Nacional 261 7540-240 Santiago do Cacém,269818100,geral@ulsla.min-saude.pt,Setúbal,http://api.pds.min-saude.pt/api/Tems/standbytime?id=221,True,True,True,True, http://www.ulsla.min-saude.pt
2562,"Hospital Eduardo Santos Silva (Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE) ",Hospital Eduardo Santos Silva,-8.5920719,41.1058634,Rua Conceição Fernandes 4434-502 Vila Nova de Gaia,227865100,geral@chvng.min-saude.pt,Porto,http://api.pds.min-saude.pt/api/Tems/standbytime?id=2562,True,True,True,True,http://www.chvng.min-saude.pt
231,"Hospital Santa Luzia de Elvas (Unidade Local de Saúde do Norte Alentejano, EPE)","Unidade Local de Saúde do Norte Alentejano, EPE",-7.163029611,38.87548785,Rua Mariana Martins - Apartado 242 7350-954 Elvas,268637200,admin@ulsna.min-saude.pt,Portalegre,http://api.pds.min-saude.pt/api/Tems/standbytime?id=231,True,True,True,True,http://www.ulsna.min-saude.pt/
194,"Hospital Sousa Martins - Guarda (Unidade Local de Saúde da Guarda, EPE)","Unidade Local de Saúde da Guarda, EPE",-7.695869,40.52997,Av. Rainha D. Amélia 6301-857 Guarda,271200200,secretariado.ca@ulsguarda.min-saude.pt,Guarda,http://api.pds.min-saude.pt/api/Tems/standbytime?id=194,True,True,True,True,http://www.ulsguarda.min-saude.pt
5687,"Centro de Saúde de Vila Real de Santo António (SUB - Centro Hospitalar do Algarve, EPE)","Centro Hospitalar do Algarve, EPE",-7.41763,37.190884,Av. Duarte Pacheco 8900-211 Vila Real de Santo António,281530270,administracao@chalgarve.min-saude.pt,Faro,http://api.pds.min-saude.pt/api/Tems/standbytime?id=5687,True,False,False,True,http://www.chalgarve.min-saude.pt
545,"Centro de Saúde Moura (SUB - Unidade Local de Saúde do Baixo Alentejo, EPE)","Unidade Local de Saúde do Baixo Alentejo, EPE",-7.45229,38.137701,Rua dos Açores 7860-222 Moura,285254900,csmoura@ulsba.min-saude.pt,Beja,http://api.pds.min-saude.pt/api/Tems/standbytime?id=545,True,False,False,True,http://www.ulsba.min-saude.pt/
212,"Hospital Egas Moniz (Centro Hospitalar de Lisboa Ocidental, EPE)","Centro Hospitalar de Lisboa Ocidental, EPE",-9.188164473,38.69969946,"Rua da Junqueira, 126 1349-019 Lisboa",210431000,hem@chlo.min-saude.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=212,True,True,True,True,http://www.chlo.min-saude.pt/
153,"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)","Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE",-7.47685343,41.7434178,Av. Dr. Francisco Sá Carneiro 5400-279 Chaves,276300900,geral@chtmad.min-saude.pt,Vila Real,http://api.pds.min-saude.pt/api/Tems/standbytime?id=153,True,True,True,True,http://www.chtmad.min-saude.pt
227,"Hospital Pulido Valente (Centro Hospitalar de Lisboa Norte, EPE)","Centro Hospitalar de Lisboa Norte, EPE",-9.157316,38.765467,"Alameda das Linhas de Torres, 117 1769-001 Lisboa",217548000,administracao@chln.min-saude.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=227,False,True,True,False,http://www.chln.min-saude.pt
143,"Hospital de Magalhães Lemos, EPE",,-8.663578033,41.17750729,Rua Professor Álvaro Rodrigues 4149-003  Porto,226192400,hml@hmlemos.min-saude.pt,Porto,http://api.pds.min-saude.pt/api/Tems/standbytime?id=143,False,True,False,False,http://www.hmlemos.min-saude.pt/
2067106,Centro de Medicina de Reabilitação da Região Centro – Rovisco Pais,,-8.762327,40.297793,"Quinta da Fonte Quente, apatado 3 3060-908 Tocha",231440900,cmcrrc@roviscopais.min-saude.pt,Coimbra,http://api.pds.min-saude.pt/api/Tems/standbytime?id=2067106,False,True,False,False,http://www.roviscopais.min-saude.pt
266,Centro de Saúde de Mogadouro,,-6.711959839,41.34287411,"Rua Congregação S. Vicente Paulo, nº 136 5200-207 Mogadouro",279340300,geral@csmogadouro.min-saude.pt,Bragança,http://api.pds.min-saude.pt/api/Tems/standbytime?id=266,True,False,False,True,http://www.acesnordeste.min-saude.pt/mogadouro.html
156,"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)","Centro Hospitalar do Porto, EPE",-8.61958,41.146344,Largo Professor Abel Salazar 4099-001 Porto,222077500,ca@chporto.min-saude.pt,Porto,http://api.pds.min-saude.pt/api/Tems/standbytime?id=156,True,True,True,True,http://www.chporto.pt/
152,"Hospital da Senhora da Oliveira Guimarães, EPE ","Centro Hospitalar do Alto Ave, EPE",-8.305083,41.44225,Rua dos Cutileiros 4835-044 Guimarães,253540330,geral@hospitaldeguimaraes.min-saude.pt,Braga,http://api.pds.min-saude.pt/api/Tems/standbytime?id=152,True,True,True,True,http://www.hospitaldeguimaraes.min-saude.pt
580,"Centro de Saúde de Albufeira (SUB - Centro Hospitalar do Algarve, EPE)","Centro Hospitalar do Algarve, EPE",-8.252041,37.100706,Urbanização dos Caliços 8200-200 Albufeira,289598400,administracao@chalgarve.min-saude.pt,Faro,http://api.pds.min-saude.pt/api/Tems/standbytime?id=580,True,False,False,True,http://www.chalgarve.min-saude.pt
2076,"Hospital da Póvoa de Varzim (Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE)","Centro Hospitalar Póvoa de Varzim Vila do Conde, EPE",-8.758959,41.382884,LARGO DA MISERICÓRDIA 4490-490  Póvoa de Varzim,252690600,geral@chpvvc.min-saude.pt,Porto,http://api.pds.min-saude.pt/api/Tems/standbytime?id=2076,True,True,True,True,http://www.chpvvc.pt/
204,"Hospital Nossa Senhora da Graça - Tomar (Centro Hospitalar Médio Tejo, EPE)","Centro Hospitalar Médio Tejo, EPE",-8.395279,39.606735,Av. Maria de Lourdes de Mello Castro - Ap. 118 2304-909 Tomar,249810100,geral@chmt.min-saude.pt,Santarém,http://api.pds.min-saude.pt/api/Tems/standbytime?id=204,True,True,True,True,http://www.chmt.min-saude.pt/
139,"Hospital Santa Luzia de Viana do Castelo (Unidade Local de Saúde do Alto Minho, EPE)","Unidade Local de Saúde do Alto Minho, EPE",-8.833617,41.701513,Estrada de Santa Luzia 4904-858 Viana do Castelo,258802100,administracao@ulsam.min-saude.pt,Viana do Castelo,http://api.pds.min-saude.pt/api/Tems/standbytime?id=139,True,True,True,True,http://www.cham.min-saude.pt/
138,"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)","Unidade Local de Saúde do Alto Minho, EPE",-8.578964,41.767973,Largo Conde de Bertiandos 4990-041 Ponte de Lima,258909500,administracao@ulsam.min-saude.pt,Viana do Castelo,http://api.pds.min-saude.pt/api/Tems/standbytime?id=138,True,True,True,True,http://www.cham.min-saude.pt/
217,"Hospital Santa Cruz (Centro Hospitalar de Lisboa Ocidental, EPE)","Centro Hospitalar de Lisboa Ocidental, EPE",-9.233869314,38.72704511,Av. Professor Reinaldo dos Santos 2799-523 Carnaxide,210431000,hscruz@chlo.min-saude.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=217,False,True,True,False,http://www.chlo.min-saude.pt/
157,"Hospital Joaquim Urbano (Centro Hospitalar do Porto, EPE)","Centro Hospitalar do Porto, EPE",-8.594055176,41.15484405,"Rua Câmara Pestana, 348 4369-004  Porto",225899550,hju@hjurbano.min-saude.pt,Porto,http://api.pds.min-saude.pt/api/Tems/standbytime?id=157,False,True,False,False,http://www.chporto.pt/
188,Hospital Dr. Francisco Zagalo - Ovar,,-8.625378,40.859703,Av. Dr. Nunes da Silva 3880-113 Ovar,256579200,hfzovar@hovar.min-saude.pt,Aveiro,http://api.pds.min-saude.pt/api/Tems/standbytime?id=188,False,True,True,False,http://www.hospitalovar.pt/
187,Hospital Arcebispo João Crisóstomo - Cantanhede,,-8.589109182,40.34153149,"R. Padre Américo, Apartado 61 3061-909  Cantanhede",231419210,geral@hdcantanhede.min-saude.pt,Coimbra,http://api.pds.min-saude.pt/api/Tems/standbytime?id=187,False,True,True,False,http://www.hdcantanhede.min-saude.pt/
428,Centro de Saúde de Cinfães,,-8.089292,41.073845,Rua Capitão Salgueiro Maia 4690-047  Cinfães,255561334,ucspcinfaes@cscinfaes.min-saude.pt,Viseu,http://api.pds.min-saude.pt/api/Tems/standbytime?id=428,False,False,False,True,
